filename,path,siteCode,SpeciesCode,year,month,EmptyValuePercentage
GR8_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/GR8_PM2.5_2023-04-01_2023-04-30.csv,GR8,PM2.5,2023,2023_apr,100.0
GT1_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/GT1_NO2_2023-04-01_2023-04-30.csv,GT1,NO2,2023,2023_apr,100.0
GT1_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/GT1_PM10_2023-04-01_2023-04-30.csv,GT1,PM10,2023,2023_apr,100.0
GT1_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/GT1_PM2.5_2023-04-01_2023-04-30.csv,GT1,PM2.5,2023,2023_apr,100.0
HG1_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HG1_NO2_2023-04-01_2023-04-30.csv,HG1,NO2,2023,2023_apr,100.0
HG1_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HG1_PM2.5_2023-04-01_2023-04-30.csv,HG1,PM2.5,2023,2023_apr,100.0
HI0_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HI0_NO2_2023-04-01_2023-04-30.csv,HI0,NO2,2023,2023_apr,100.0
HI0_O3_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HI0_O3_2023-04-01_2023-04-30.csv,HI0,O3,2023,2023_apr,100.0
HI0_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HI0_PM10_2023-04-01_2023-04-30.csv,HI0,PM10,2023,2023_apr,100.0
HK6_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HK6_NO2_2023-04-01_2023-04-30.csv,HK6,NO2,2023,2023_apr,100.0
HK6_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HK6_PM10_2023-04-01_2023-04-30.csv,HK6,PM10,2023,2023_apr,100.0
HK6_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/HK6_PM2.5_2023-04-01_2023-04-30.csv,HK6,PM2.5,2023,2023_apr,100.0
IS2_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/IS2_PM10_2023-04-01_2023-04-30.csv,IS2,PM10,2023,2023_apr,27.3
IS2_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/IS2_PM2.5_2023-04-01_2023-04-30.csv,IS2,PM2.5,2023,2023_apr,100.0
IS6_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/IS6_PM10_2023-04-01_2023-04-30.csv,IS6,PM10,2023,2023_apr,33.33
IS6_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/IS6_PM2.5_2023-04-01_2023-04-30.csv,IS6,PM2.5,2023,2023_apr,100.0
KC1_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/KC1_PM2.5_2023-04-01_2023-04-30.csv,KC1,PM2.5,2023,2023_apr,29.89
LH0_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/LH0_NO2_2023-04-01_2023-04-30.csv,LH0,NO2,2023,2023_apr,100.0
LH0_O3_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/LH0_O3_2023-04-01_2023-04-30.csv,LH0,O3,2023,2023_apr,100.0
LH0_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/LH0_PM10_2023-04-01_2023-04-30.csv,LH0,PM10,2023,2023_apr,100.0
LH0_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/LH0_PM2.5_2023-04-01_2023-04-30.csv,LH0,PM2.5,2023,2023_apr,100.0
ME2_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/ME2_NO2_2023-04-01_2023-04-30.csv,ME2,NO2,2023,2023_apr,100.0
ME2_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/ME2_PM10_2023-04-01_2023-04-30.csv,ME2,PM10,2023,2023_apr,100.0
ME2_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/ME2_PM2.5_2023-04-01_2023-04-30.csv,ME2,PM2.5,2023,2023_apr,100.0
MEA_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MEA_NO2_2023-04-01_2023-04-30.csv,MEA,NO2,2023,2023_apr,100.0
MEA_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MEA_PM2.5_2023-04-01_2023-04-30.csv,MEA,PM2.5,2023,2023_apr,100.0
MEB_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MEB_PM10_2023-04-01_2023-04-30.csv,MEB,PM10,2023,2023_apr,100.0
MEB_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MEB_PM2.5_2023-04-01_2023-04-30.csv,MEB,PM2.5,2023,2023_apr,100.0
MY1_CO_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MY1_CO_2023-04-01_2023-04-30.csv,MY1,CO,2023,2023_apr,22.41
MY1_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MY1_NO2_2023-04-01_2023-04-30.csv,MY1,NO2,2023,2023_apr,22.41
MY1_O3_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/MY1_O3_2023-04-01_2023-04-30.csv,MY1,O3,2023,2023_apr,22.84
RHI_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/RHI_NO2_2023-04-01_2023-04-30.csv,RHI,NO2,2023,2023_apr,100.0
RHI_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/RHI_PM10_2023-04-01_2023-04-30.csv,RHI,PM10,2023,2023_apr,100.0
RHI_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/RHI_PM2.5_2023-04-01_2023-04-30.csv,RHI,PM2.5,2023,2023_apr,100.0
RI2_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/RI2_PM2.5_2023-04-01_2023-04-30.csv,RI2,PM2.5,2023,2023_apr,100.0
TD5_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TD5_PM10_2023-04-01_2023-04-30.csv,TD5,PM10,2023,2023_apr,100.0
TD5_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TD5_PM2.5_2023-04-01_2023-04-30.csv,TD5,PM2.5,2023,2023_apr,100.0
TH2_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH2_PM2.5_2023-04-01_2023-04-30.csv,TH2,PM2.5,2023,2023_apr,100.0
TH5_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH5_NO2_2023-04-01_2023-04-30.csv,TH5,NO2,2023,2023_apr,100.0
TH5_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH5_PM10_2023-04-01_2023-04-30.csv,TH5,PM10,2023,2023_apr,100.0
TH5_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH5_PM2.5_2023-04-01_2023-04-30.csv,TH5,PM2.5,2023,2023_apr,100.0
TH6_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH6_NO2_2023-04-01_2023-04-30.csv,TH6,NO2,2023,2023_apr,100.0
TH6_O3_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH6_O3_2023-04-01_2023-04-30.csv,TH6,O3,2023,2023_apr,100.0
TH6_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH6_PM10_2023-04-01_2023-04-30.csv,TH6,PM10,2023,2023_apr,100.0
TH7_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH7_NO2_2023-04-01_2023-04-30.csv,TH7,NO2,2023,2023_apr,100.0
TH7_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/TH7_PM2.5_2023-04-01_2023-04-30.csv,TH7,PM2.5,2023,2023_apr,100.0
WA7_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WA7_PM2.5_2023-04-01_2023-04-30.csv,WA7,PM2.5,2023,2023_apr,100.0
WA9_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WA9_NO2_2023-04-01_2023-04-30.csv,WA9,NO2,2023,2023_apr,100.0
WA9_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WA9_PM2.5_2023-04-01_2023-04-30.csv,WA9,PM2.5,2023,2023_apr,100.0
WAA_PM10_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WAA_PM10_2023-04-01_2023-04-30.csv,WAA,PM10,2023,2023_apr,100.0
WAA_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WAA_PM2.5_2023-04-01_2023-04-30.csv,WAA,PM2.5,2023,2023_apr,100.0
WAB_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WAB_NO2_2023-04-01_2023-04-30.csv,WAB,NO2,2023,2023_apr,44.83
WAB_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WAB_PM2.5_2023-04-01_2023-04-30.csv,WAB,PM2.5,2023,2023_apr,100.0
WAC_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WAC_NO2_2023-04-01_2023-04-30.csv,WAC,NO2,2023,2023_apr,100.0
WAC_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WAC_PM2.5_2023-04-01_2023-04-30.csv,WAC,PM2.5,2023,2023_apr,100.0
WM0_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WM0_PM2.5_2023-04-01_2023-04-30.csv,WM0,PM2.5,2023,2023_apr,100.0
WM5_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WM5_PM2.5_2023-04-01_2023-04-30.csv,WM5,PM2.5,2023,2023_apr,100.0
WM6_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WM6_PM2.5_2023-04-01_2023-04-30.csv,WM6,PM2.5,2023,2023_apr,100.0
WME_NO2_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WME_NO2_2023-04-01_2023-04-30.csv,WME,NO2,2023,2023_apr,100.0
WME_O3_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WME_O3_2023-04-01_2023-04-30.csv,WME,O3,2023,2023_apr,100.0
WME_PM2.5_2023-04-01_2023-04-30.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_apr/WME_PM2.5_2023-04-01_2023-04-30.csv,WME,PM2.5,2023,2023_apr,100.0
BL0_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BL0_NO2_2023-08-01_2023-08-31.csv,BL0,NO2,2023,2023_aug,36.81
BL0_O3_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BL0_O3_2023-08-01_2023-08-31.csv,BL0,O3,2023,2023_aug,36.94
BL0_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BL0_PM10_2023-08-01_2023-08-31.csv,BL0,PM10,2023,2023_aug,33.47
BL0_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BL0_PM2.5_2023-08-01_2023-08-31.csv,BL0,PM2.5,2023,2023_aug,33.47
BL0_SO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BL0_SO2_2023-08-01_2023-08-31.csv,BL0,SO2,2023,2023_aug,37.5
BT4_O3_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BT4_O3_2023-08-01_2023-08-31.csv,BT4,O3,2023,2023_aug,100.0
BT6_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BT6_PM2.5_2023-08-01_2023-08-31.csv,BT6,PM2.5,2023,2023_aug,99.31
BT8_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/BT8_PM2.5_2023-08-01_2023-08-31.csv,BT8,PM2.5,2023,2023_aug,75.97
CD1_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/CD1_NO2_2023-08-01_2023-08-31.csv,CD1,NO2,2023,2023_aug,60.0
CD1_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/CD1_PM10_2023-08-01_2023-08-31.csv,CD1,PM10,2023,2023_aug,60.28
CD1_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/CD1_PM2.5_2023-08-01_2023-08-31.csv,CD1,PM2.5,2023,2023_aug,60.42
EI1_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/EI1_NO2_2023-08-01_2023-08-31.csv,EI1,NO2,2023,2023_aug,22.64
EN5_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/EN5_PM10_2023-08-01_2023-08-31.csv,EN5,PM10,2023,2023_aug,100.0
EN5_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/EN5_PM2.5_2023-08-01_2023-08-31.csv,EN5,PM2.5,2023,2023_aug,100.0
GB0_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GB0_PM2.5_2023-08-01_2023-08-31.csv,GB0,PM2.5,2023,2023_aug,30.0
GN0_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GN0_PM2.5_2023-08-01_2023-08-31.csv,GN0,PM2.5,2023,2023_aug,100.0
GN6_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GN6_PM2.5_2023-08-01_2023-08-31.csv,GN6,PM2.5,2023,2023_aug,100.0
GR4_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GR4_NO2_2023-08-01_2023-08-31.csv,GR4,NO2,2023,2023_aug,100.0
GR4_O3_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GR4_O3_2023-08-01_2023-08-31.csv,GR4,O3,2023,2023_aug,100.0
GR4_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GR4_PM10_2023-08-01_2023-08-31.csv,GR4,PM10,2023,2023_aug,100.0
GR4_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GR4_PM2.5_2023-08-01_2023-08-31.csv,GR4,PM2.5,2023,2023_aug,100.0
GR8_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GR8_PM2.5_2023-08-01_2023-08-31.csv,GR8,PM2.5,2023,2023_aug,97.92
GT1_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GT1_NO2_2023-08-01_2023-08-31.csv,GT1,NO2,2023,2023_aug,100.0
GT1_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GT1_PM10_2023-08-01_2023-08-31.csv,GT1,PM10,2023,2023_aug,100.0
GT1_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/GT1_PM2.5_2023-08-01_2023-08-31.csv,GT1,PM2.5,2023,2023_aug,100.0
HG1_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HG1_PM2.5_2023-08-01_2023-08-31.csv,HG1,PM2.5,2023,2023_aug,100.0
HI0_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HI0_NO2_2023-08-01_2023-08-31.csv,HI0,NO2,2023,2023_aug,60.0
HI0_O3_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HI0_O3_2023-08-01_2023-08-31.csv,HI0,O3,2023,2023_aug,59.86
HI0_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HI0_PM10_2023-08-01_2023-08-31.csv,HI0,PM10,2023,2023_aug,100.0
HK6_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HK6_NO2_2023-08-01_2023-08-31.csv,HK6,NO2,2023,2023_aug,100.0
HK6_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HK6_PM10_2023-08-01_2023-08-31.csv,HK6,PM10,2023,2023_aug,100.0
HK6_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/HK6_PM2.5_2023-08-01_2023-08-31.csv,HK6,PM2.5,2023,2023_aug,100.0
IS2_NO2_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/IS2_NO2_2023-08-01_2023-08-31.csv,IS2,NO2,2023,2023_aug,73.47
IS2_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/IS2_PM10_2023-08-01_2023-08-31.csv,IS2,PM10,2023,2023_aug,73.47
IS2_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/IS2_PM2.5_2023-08-01_2023-08-31.csv,IS2,PM2.5,2023,2023_aug,100.0
IS6_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/IS6_PM2.5_2023-08-01_2023-08-31.csv,IS6,PM2.5,2023,2023_aug,100.0
KC1_O3_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/KC1_O3_2023-08-01_2023-08-31.csv,KC1,O3,2023,2023_aug,20.69
KC1_PM2.5_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/KC1_PM2.5_2023-08-01_2023-08-31.csv,KC1,PM2.5,2023,2023_aug,39.86
LB4_PM10_2023-08-01_2023-08-31.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/laqn/optimased/2023_aug/LB4_PM10_2023-08-01_2023-08-31.csv,LB4,PM10,2023,2023_aug,40.14
