siteCode,SpeciesCode,year,month,count,month_number
CR9,PM10,2024,2024_may,1,5
CR9,PM10,2024,2024_nov,1,11
CR9,PM10,2024,2024_oct,1,10
CR9,PM10,2024,2024_sep,1,9
CR9,PM10,2025,2025_apr,1,4
CR9,PM10,2025,2025_aug,1,8
CR9,PM10,2025,2025_feb,1,2
CR9,PM10,2025,2025_jan,1,1
CR9,PM10,2025,2025_jul,1,7
CR9,PM10,2025,2025_jun,1,6
CR9,PM10,2025,2025_mar,1,3
CR9,PM10,2025,2025_may,1,5
CR9,PM10,2025,2025_nov,1,11
CR9,PM10,2025,2025_oct,1,10
CR9,PM10,2025,2025_sep,1,9
CW3,NO2,2023,2023_dec,1,12
CW3,NO2,2025,2025_nov,1,11
CW3,PM10,2024,2024_aug,1,8
CW3,PM10,2024,2024_dec,1,12
CW3,PM10,2024,2024_jul,1,7
CW3,PM10,2024,2024_oct,1,10
CW3,PM10,2024,2024_sep,1,9
CW3,PM10,2025,2025_jan,1,1
CW3,PM10,2025,2025_nov,1,11
CW3,PM2.5,2024,2024_aug,1,8
CW3,PM2.5,2024,2024_dec,1,12
CW3,PM2.5,2024,2024_jul,1,7
CW3,PM2.5,2024,2024_oct,1,10
CW3,PM2.5,2024,2024_sep,1,9
CW3,PM2.5,2025,2025_jan,1,1
CW3,PM2.5,2025,2025_nov,1,11
EA6,NO2,2024,2024_jul,1,7
EA6,NO2,2025,2025_feb,1,2
EA6,NO2,2025,2025_jan,1,1
EA6,PM10,2023,2023_oct,1,10
EA6,PM10,2024,2024_dec,1,12
EA6,PM10,2024,2024_jul,1,7
EA6,PM10,2024,2024_nov,1,11
EA6,PM10,2025,2025_apr,1,4
EA6,PM10,2025,2025_feb,1,2
EA6,PM10,2025,2025_jan,1,1
EA6,PM10,2025,2025_jul,1,7
EA6,PM10,2025,2025_mar,1,3
EA6,PM10,2025,2025_sep,1,9
EA8,NO2,2024,2024_aug,1,8
EA8,NO2,2025,2025_aug,1,8
EA8,PM10,2023,2023_jan,1,1
EA8,PM10,2024,2024_jul,1,7
EI1,NO2,2023,2023_aug,1,8
EI1,NO2,2024,2024_jul,1,7
EI1,PM10,2024,2024_feb,1,2
EI1,PM10,2024,2024_jan,1,1
EI1,PM10,2024,2024_jun,1,6
EI1,PM10,2025,2025_apr,1,4
EI1,PM10,2025,2025_aug,1,8
EI1,PM10,2025,2025_jul,1,7
EI1,PM10,2025,2025_jun,1,6
EI1,PM10,2025,2025_mar,1,3
EI1,PM10,2025,2025_nov,1,11
EI1,PM10,2025,2025_oct,1,10
EI1,PM10,2025,2025_sep,1,9
EI8,PM10,2023,2023_dec,1,12
EI8,PM10,2024,2024_aug,1,8
EI8,PM10,2024,2024_jan,1,1
EI8,PM10,2024,2024_jul,1,7
EI8,PM10,2024,2024_jun,1,6
EI8,PM10,2025,2025_mar,1,3
EI8,PM10,2025,2025_nov,1,11
EN4,NO2,2023,2023_jul,1,7
EN4,NO2,2023,2023_jun,1,6
EN4,NO2,2025,2025_nov,1,11
EN4,PM10,2023,2023_apr,1,4
EN4,PM10,2023,2023_aug,1,8
EN4,PM10,2023,2023_dec,1,12
EN4,PM10,2023,2023_feb,1,2
EN4,PM10,2023,2023_jan,1,1
EN4,PM10,2023,2023_jul,1,7
EN4,PM10,2023,2023_jun,1,6
EN4,PM10,2023,2023_mar,1,3
EN4,PM10,2023,2023_may,1,5
EN4,PM10,2023,2023_nov,1,11
EN4,PM10,2023,2023_oct,1,10
EN4,PM10,2023,2023_sep,1,9
EN4,PM10,2024,2024_apr,1,4
EN4,PM10,2024,2024_aug,1,8
EN4,PM10,2024,2024_dec,1,12
EN4,PM10,2024,2024_feb,1,2
EN4,PM10,2024,2024_jan,1,1
EN4,PM10,2024,2024_jul,1,7
EN4,PM10,2024,2024_jun,1,6
EN4,PM10,2024,2024_mar,1,3
EN4,PM10,2024,2024_may,1,5
EN4,PM10,2024,2024_nov,1,11
EN4,PM10,2024,2024_oct,1,10
EN4,PM10,2024,2024_sep,1,9
EN4,PM10,2025,2025_apr,1,4
EN4,PM10,2025,2025_aug,1,8
EN4,PM10,2025,2025_feb,1,2
EN4,PM10,2025,2025_jan,1,1
EN4,PM10,2025,2025_jul,1,7
EN4,PM10,2025,2025_jun,1,6
EN4,PM10,2025,2025_mar,1,3
EN4,PM10,2025,2025_may,1,5
EN4,PM10,2025,2025_nov,1,11
EN4,PM10,2025,2025_oct,1,10
EN4,PM10,2025,2025_sep,1,9
EN4,SO2,2023,2023_apr,1,4
EN4,SO2,2023,2023_aug,1,8
EN4,SO2,2023,2023_dec,1,12
EN4,SO2,2023,2023_feb,1,2
EN4,SO2,2023,2023_jan,1,1
EN4,SO2,2023,2023_jul,1,7
EN4,SO2,2023,2023_jun,1,6
EN4,SO2,2023,2023_mar,1,3
EN4,SO2,2023,2023_may,1,5
EN4,SO2,2023,2023_nov,1,11
EN4,SO2,2023,2023_oct,1,10
EN4,SO2,2023,2023_sep,1,9
EN4,SO2,2024,2024_apr,1,4
EN4,SO2,2024,2024_aug,1,8
EN4,SO2,2024,2024_dec,1,12
EN4,SO2,2024,2024_feb,1,2
EN4,SO2,2024,2024_jan,1,1
EN4,SO2,2024,2024_jul,1,7
EN4,SO2,2024,2024_jun,1,6
EN4,SO2,2024,2024_mar,1,3
EN4,SO2,2024,2024_may,1,5
EN4,SO2,2024,2024_nov,1,11
EN4,SO2,2024,2024_oct,1,10
EN4,SO2,2024,2024_sep,1,9
EN4,SO2,2025,2025_apr,1,4
EN4,SO2,2025,2025_aug,1,8
EN4,SO2,2025,2025_feb,1,2
EN4,SO2,2025,2025_jan,1,1
EN4,SO2,2025,2025_jul,1,7
EN4,SO2,2025,2025_jun,1,6
EN4,SO2,2025,2025_mar,1,3
EN4,SO2,2025,2025_may,1,5
EN4,SO2,2025,2025_nov,1,11
EN4,SO2,2025,2025_oct,1,10
EN4,SO2,2025,2025_sep,1,9
EN5,PM10,2023,2023_aug,1,8
EN5,PM10,2023,2023_dec,1,12
EN5,PM10,2023,2023_jan,1,1
EN5,PM10,2023,2023_jul,1,7
EN5,PM10,2023,2023_jun,1,6
EN5,PM10,2023,2023_may,1,5
EN5,PM10,2023,2023_nov,1,11
EN5,PM10,2023,2023_oct,1,10
EN5,PM10,2023,2023_sep,1,9
EN5,PM10,2024,2024_apr,1,4
EN5,PM10,2024,2024_aug,1,8
EN5,PM10,2024,2024_dec,1,12
EN5,PM10,2024,2024_feb,1,2
EN5,PM10,2024,2024_jan,1,1
EN5,PM10,2024,2024_jul,1,7
EN5,PM10,2024,2024_jun,1,6
EN5,PM10,2024,2024_mar,1,3
EN5,PM10,2024,2024_may,1,5
EN5,PM10,2024,2024_nov,1,11
EN5,PM10,2024,2024_oct,1,10
EN5,PM10,2024,2024_sep,1,9
EN5,PM10,2025,2025_apr,1,4
EN5,PM10,2025,2025_feb,1,2
EN5,PM10,2025,2025_jan,1,1
EN5,PM10,2025,2025_mar,1,3
EN5,PM10,2025,2025_nov,1,11
EN5,PM10,2025,2025_oct,1,10
EN5,PM10,2025,2025_sep,1,9
EN5,PM2.5,2023,2023_apr,1,4
EN5,PM2.5,2023,2023_aug,1,8
EN5,PM2.5,2023,2023_dec,1,12
EN5,PM2.5,2023,2023_feb,1,2
EN5,PM2.5,2023,2023_jan,1,1
EN5,PM2.5,2023,2023_jul,1,7
EN5,PM2.5,2023,2023_jun,1,6
EN5,PM2.5,2023,2023_mar,1,3
EN5,PM2.5,2023,2023_may,1,5
EN5,PM2.5,2023,2023_nov,1,11
EN5,PM2.5,2023,2023_oct,1,10
EN5,PM2.5,2023,2023_sep,1,9
EN5,PM2.5,2024,2024_apr,1,4
EN5,PM2.5,2024,2024_aug,1,8
EN5,PM2.5,2024,2024_dec,1,12
EN5,PM2.5,2024,2024_feb,1,2
EN5,PM2.5,2024,2024_jan,1,1
EN5,PM2.5,2024,2024_jul,1,7
EN5,PM2.5,2024,2024_jun,1,6
EN5,PM2.5,2024,2024_mar,1,3
EN5,PM2.5,2024,2024_may,1,5
EN5,PM2.5,2024,2024_nov,1,11
EN5,PM2.5,2024,2024_oct,1,10
EN5,PM2.5,2024,2024_sep,1,9
EN5,PM2.5,2025,2025_apr,1,4
EN5,PM2.5,2025,2025_feb,1,2
EN5,PM2.5,2025,2025_jan,1,1
EN5,PM2.5,2025,2025_mar,1,3
EN5,PM2.5,2025,2025_nov,1,11
EN5,PM2.5,2025,2025_oct,1,10
EN5,PM2.5,2025,2025_sep,1,9
EN7,NO2,2024,2024_aug,1,8
EN7,NO2,2025,2025_aug,1,8
EN7,NO2,2025,2025_jul,1,7
EN7,NO2,2025,2025_sep,1,9
GB0,PM10,2023,2023_apr,1,4
GB0,PM10,2023,2023_aug,1,8
GB0,PM10,2023,2023_dec,1,12
GB0,PM10,2023,2023_feb,1,2
GB0,PM10,2023,2023_jan,1,1
GB0,PM10,2023,2023_jul,1,7
GB0,PM10,2023,2023_jun,1,6
GB0,PM10,2023,2023_mar,1,3
GB0,PM10,2023,2023_may,1,5
GB0,PM10,2023,2023_nov,1,11
GB0,PM10,2023,2023_oct,1,10
GB0,PM10,2023,2023_sep,1,9
GB0,PM10,2024,2024_apr,1,4
GB0,PM10,2024,2024_aug,1,8
GB0,PM10,2024,2024_dec,1,12
GB0,PM10,2024,2024_feb,1,2
GB0,PM10,2024,2024_jan,1,1
GB0,PM10,2024,2024_jul,1,7
GB0,PM10,2024,2024_jun,1,6
GB0,PM10,2024,2024_mar,1,3
GB0,PM10,2024,2024_may,1,5
GB0,PM10,2024,2024_nov,1,11
GB0,PM10,2024,2024_oct,1,10
GB0,PM10,2024,2024_sep,1,9
GB0,PM10,2025,2025_apr,1,4
GB0,PM10,2025,2025_aug,1,8
GB0,PM10,2025,2025_feb,1,2
GB0,PM10,2025,2025_jan,1,1
GB0,PM10,2025,2025_jul,1,7
GB0,PM10,2025,2025_jun,1,6
GB0,PM10,2025,2025_mar,1,3
GB0,PM10,2025,2025_may,1,5
GB0,PM10,2025,2025_nov,1,11
GB0,PM10,2025,2025_oct,1,10
GB0,PM10,2025,2025_sep,1,9
GB0,PM2.5,2023,2023_aug,1,8
GB0,PM2.5,2023,2023_dec,1,12
GB0,PM2.5,2023,2023_jul,1,7
GB0,PM2.5,2023,2023_nov,1,11
GB0,PM2.5,2023,2023_oct,1,10
GB0,PM2.5,2023,2023_sep,1,9
GB0,PM2.5,2024,2024_aug,1,8
GB0,PM2.5,2024,2024_feb,1,2
GB0,PM2.5,2024,2024_jan,1,1
GB0,PM2.5,2024,2024_jun,1,6
GB0,PM2.5,2024,2024_may,1,5
GB0,PM2.5,2024,2024_nov,1,11
GB0,PM2.5,2025,2025_sep,1,9
GB6,NO2,2023,2023_dec,1,12
GB6,NO2,2023,2023_oct,1,10
GB6,NO2,2023,2023_sep,1,9
GB6,NO2,2024,2024_may,1,5
GB6,NO2,2024,2024_sep,1,9
GB6,O3,2023,2023_dec,1,12
GB6,O3,2023,2023_oct,1,10
GB6,O3,2023,2023_sep,1,9
GB6,O3,2024,2024_apr,1,4
GB6,O3,2024,2024_aug,1,8
GB6,O3,2024,2024_jan,1,1
GB6,O3,2024,2024_jun,1,6
GB6,O3,2024,2024_mar,1,3
GB6,O3,2024,2024_may,1,5
GB6,PM10,2023,2023_dec,1,12
GB6,PM10,2023,2023_oct,1,10
GB6,PM10,2023,2023_sep,1,9
GB6,PM10,2024,2024_may,1,5
GB6,PM10,2025,2025_apr,1,4
GB6,PM10,2025,2025_aug,1,8
GB6,PM10,2025,2025_jul,1,7
GB6,PM10,2025,2025_jun,1,6
GB6,PM10,2025,2025_mar,1,3
GB6,PM10,2025,2025_sep,1,9
GN0,NO2,2023,2023_feb,1,2
GN0,NO2,2024,2024_mar,1,3
GN0,PM10,2024,2024_may,1,5
GN0,PM10,2025,2025_aug,1,8
GN0,PM10,2025,2025_mar,1,3
GN0,PM10,2025,2025_may,1,5
GN0,PM2.5,2023,2023_apr,1,4
GN0,PM2.5,2023,2023_aug,1,8
GN0,PM2.5,2023,2023_feb,1,2
GN0,PM2.5,2023,2023_jan,1,1
GN0,PM2.5,2023,2023_jul,1,7
GN0,PM2.5,2023,2023_jun,1,6
GN0,PM2.5,2023,2023_mar,1,3
GN0,PM2.5,2023,2023_may,1,5
GN0,PM2.5,2023,2023_oct,1,10
GN0,PM2.5,2023,2023_sep,1,9
GN3,NO2,2024,2024_aug,1,8
GN3,NO2,2024,2024_mar,1,3
GN3,NO2,2025,2025_feb,1,2
GN3,O3,2024,2024_aug,1,8
GN3,O3,2024,2024_mar,1,3
GN3,O3,2024,2024_nov,1,11
GN3,O3,2024,2024_oct,1,10
GN3,O3,2024,2024_sep,1,9
GN3,PM10,2025,2025_feb,1,2
GN3,PM10,2025,2025_mar,1,3
GN3,PM2.5,2023,2023_nov,1,11
GN3,PM2.5,2023,2023_oct,1,10
GN3,PM2.5,2023,2023_sep,1,9
GN4,NO2,2023,2023_jun,1,6
GN4,NO2,2023,2023_may,1,5
GN4,NO2,2024,2024_aug,1,8
GN4,PM10,2023,2023_mar,1,3
GN4,PM10,2025,2025_mar,1,3
GN5,NO2,2023,2023_apr,1,4
GN5,NO2,2023,2023_feb,1,2
GN5,NO2,2023,2023_jan,1,1
GN5,NO2,2023,2023_mar,1,3
GN5,NO2,2023,2023_may,1,5
GN5,NO2,2025,2025_nov,1,11
GN5,PM10,2025,2025_apr,1,4
GN5,PM10,2025,2025_aug,1,8
GN5,PM10,2025,2025_jul,1,7
GN5,PM10,2025,2025_jun,1,6
GN5,PM10,2025,2025_mar,1,3
GN5,PM10,2025,2025_may,1,5
GN5,PM10,2025,2025_sep,1,9
GN6,NO2,2025,2025_feb,1,2
GN6,NO2,2025,2025_jun,1,6
GN6,PM10,2023,2023_jul,1,7
GN6,PM10,2023,2023_may,1,5
GN6,PM10,2025,2025_aug,1,8
GN6,PM10,2025,2025_mar,1,3
GN6,PM10,2025,2025_sep,1,9
GN6,PM2.5,2023,2023_aug,1,8
GN6,PM2.5,2023,2023_jul,1,7
GN6,PM2.5,2023,2023_nov,1,11
GN6,PM2.5,2023,2023_oct,1,10
GN6,PM2.5,2023,2023_sep,1,9
GN6,PM2.5,2024,2024_jan,1,1
GN6,PM2.5,2025,2025_aug,1,8
GN6,PM2.5,2025,2025_jul,1,7
GN6,PM2.5,2025,2025_jun,1,6
GN6,PM2.5,2025,2025_nov,1,11
GN6,PM2.5,2025,2025_oct,1,10
GN6,PM2.5,2025,2025_sep,1,9
GR4,NO2,2023,2023_aug,1,8
GR4,NO2,2023,2023_dec,1,12
GR4,NO2,2023,2023_jul,1,7
GR4,NO2,2023,2023_mar,1,3
GR4,NO2,2023,2023_nov,1,11
GR4,NO2,2023,2023_oct,1,10
GR4,NO2,2023,2023_sep,1,9
GR4,NO2,2024,2024_apr,1,4
GR4,NO2,2024,2024_aug,1,8
GR4,NO2,2024,2024_dec,1,12
GR4,NO2,2024,2024_feb,1,2
GR4,NO2,2024,2024_jan,1,1
GR4,NO2,2024,2024_jul,1,7
GR4,NO2,2024,2024_jun,1,6
GR4,NO2,2024,2024_mar,1,3
GR4,NO2,2024,2024_may,1,5
GR4,NO2,2024,2024_nov,1,11
GR4,NO2,2024,2024_oct,1,10
GR4,NO2,2024,2024_sep,1,9
GR4,NO2,2025,2025_apr,1,4
GR4,NO2,2025,2025_aug,1,8
GR4,NO2,2025,2025_feb,1,2
GR4,NO2,2025,2025_jan,1,1
GR4,NO2,2025,2025_jul,1,7
GR4,NO2,2025,2025_jun,1,6
GR4,NO2,2025,2025_mar,1,3
GR4,NO2,2025,2025_may,1,5
GR4,NO2,2025,2025_nov,1,11
GR4,NO2,2025,2025_oct,1,10
GR4,NO2,2025,2025_sep,1,9
GR4,O3,2023,2023_aug,1,8
GR4,O3,2023,2023_dec,1,12
GR4,O3,2023,2023_jul,1,7
GR4,O3,2023,2023_jun,1,6
GR4,O3,2023,2023_oct,1,10
GR4,O3,2023,2023_sep,1,9
GR4,O3,2024,2024_apr,1,4
GR4,O3,2024,2024_aug,1,8
GR4,O3,2024,2024_dec,1,12
GR4,O3,2024,2024_feb,1,2
GR4,O3,2024,2024_jan,1,1
GR4,O3,2024,2024_jul,1,7
GR4,O3,2024,2024_jun,1,6
GR4,O3,2024,2024_mar,1,3
GR4,O3,2024,2024_may,1,5
GR4,O3,2024,2024_nov,1,11
GR4,O3,2024,2024_oct,1,10
GR4,O3,2024,2024_sep,1,9
GR4,O3,2025,2025_apr,1,4
GR4,O3,2025,2025_aug,1,8
GR4,O3,2025,2025_feb,1,2
GR4,O3,2025,2025_jan,1,1
GR4,O3,2025,2025_jul,1,7
GR4,O3,2025,2025_jun,1,6
GR4,O3,2025,2025_mar,1,3
GR4,O3,2025,2025_may,1,5
GR4,O3,2025,2025_nov,1,11
GR4,O3,2025,2025_oct,1,10
GR4,O3,2025,2025_sep,1,9
GR4,PM10,2023,2023_apr,1,4
GR4,PM10,2023,2023_aug,1,8
GR4,PM10,2023,2023_dec,1,12
GR4,PM10,2023,2023_feb,1,2
GR4,PM10,2023,2023_jan,1,1
GR4,PM10,2023,2023_jul,1,7
GR4,PM10,2023,2023_jun,1,6
GR4,PM10,2023,2023_mar,1,3
GR4,PM10,2023,2023_may,1,5
GR4,PM10,2023,2023_oct,1,10
GR4,PM10,2023,2023_sep,1,9
GR4,PM10,2024,2024_apr,1,4
GR4,PM10,2024,2024_aug,1,8
GR4,PM10,2024,2024_dec,1,12
GR4,PM10,2024,2024_feb,1,2
GR4,PM10,2024,2024_jan,1,1
GR4,PM10,2024,2024_jul,1,7
GR4,PM10,2024,2024_jun,1,6
GR4,PM10,2024,2024_mar,1,3
GR4,PM10,2024,2024_may,1,5
GR4,PM10,2024,2024_nov,1,11
GR4,PM10,2024,2024_oct,1,10
GR4,PM10,2024,2024_sep,1,9
GR4,PM10,2025,2025_apr,1,4
GR4,PM10,2025,2025_aug,1,8
GR4,PM10,2025,2025_feb,1,2
GR4,PM10,2025,2025_jan,1,1
GR4,PM10,2025,2025_jul,1,7
GR4,PM10,2025,2025_jun,1,6
GR4,PM10,2025,2025_mar,1,3
GR4,PM10,2025,2025_may,1,5
GR4,PM10,2025,2025_nov,1,11
GR4,PM10,2025,2025_oct,1,10
GR4,PM10,2025,2025_sep,1,9
GR4,PM2.5,2023,2023_aug,1,8
GR4,PM2.5,2023,2023_dec,1,12
GR4,PM2.5,2023,2023_feb,1,2
GR4,PM2.5,2023,2023_jan,1,1
GR4,PM2.5,2023,2023_jul,1,7
GR4,PM2.5,2023,2023_jun,1,6
GR4,PM2.5,2023,2023_mar,1,3
GR4,PM2.5,2023,2023_may,1,5
GR4,PM2.5,2023,2023_nov,1,11
GR4,PM2.5,2023,2023_oct,1,10
GR4,PM2.5,2023,2023_sep,1,9
GR4,PM2.5,2024,2024_apr,1,4
GR4,PM2.5,2024,2024_aug,1,8
GR4,PM2.5,2024,2024_dec,1,12
GR4,PM2.5,2024,2024_feb,1,2
GR4,PM2.5,2024,2024_jan,1,1
GR4,PM2.5,2024,2024_jul,1,7
GR4,PM2.5,2024,2024_jun,1,6
GR4,PM2.5,2024,2024_mar,1,3
GR4,PM2.5,2024,2024_may,1,5
GR4,PM2.5,2024,2024_nov,1,11
GR4,PM2.5,2024,2024_oct,1,10
GR4,PM2.5,2024,2024_sep,1,9
GR4,PM2.5,2025,2025_apr,1,4
GR4,PM2.5,2025,2025_aug,1,8
GR4,PM2.5,2025,2025_feb,1,2
GR4,PM2.5,2025,2025_jan,1,1
GR4,PM2.5,2025,2025_jul,1,7
GR4,PM2.5,2025,2025_jun,1,6
GR4,PM2.5,2025,2025_mar,1,3
GR4,PM2.5,2025,2025_may,1,5
GR4,PM2.5,2025,2025_nov,1,11
GR4,PM2.5,2025,2025_oct,1,10
GR4,PM2.5,2025,2025_sep,1,9
GR4,SO2,2023,2023_apr,1,4
GR4,SO2,2023,2023_aug,1,8
GR4,SO2,2023,2023_dec,1,12
GR4,SO2,2023,2023_feb,1,2
GR4,SO2,2023,2023_jan,1,1
GR4,SO2,2023,2023_jul,1,7
GR4,SO2,2023,2023_jun,1,6
GR4,SO2,2023,2023_mar,1,3
GR4,SO2,2023,2023_may,1,5
GR4,SO2,2023,2023_nov,1,11
GR4,SO2,2023,2023_oct,1,10
GR4,SO2,2023,2023_sep,1,9
GR4,SO2,2024,2024_apr,1,4
GR4,SO2,2024,2024_aug,1,8
GR4,SO2,2024,2024_dec,1,12
GR4,SO2,2024,2024_feb,1,2
GR4,SO2,2024,2024_jan,1,1
GR4,SO2,2024,2024_jul,1,7
GR4,SO2,2024,2024_jun,1,6
GR4,SO2,2024,2024_mar,1,3
GR4,SO2,2024,2024_may,1,5
GR4,SO2,2024,2024_nov,1,11
GR4,SO2,2024,2024_oct,1,10
GR4,SO2,2024,2024_sep,1,9
GR4,SO2,2025,2025_apr,1,4
GR4,SO2,2025,2025_aug,1,8
GR4,SO2,2025,2025_feb,1,2
GR4,SO2,2025,2025_jan,1,1
GR4,SO2,2025,2025_jul,1,7
GR4,SO2,2025,2025_jun,1,6
GR4,SO2,2025,2025_mar,1,3
GR4,SO2,2025,2025_may,1,5
GR4,SO2,2025,2025_nov,1,11
GR4,SO2,2025,2025_oct,1,10
GR4,SO2,2025,2025_sep,1,9
GR7,NO2,2025,2025_feb,1,2
GR7,NO2,2025,2025_mar,1,3
GR7,PM10,2023,2023_jul,1,7
GR7,PM10,2025,2025_feb,1,2
GR7,PM10,2025,2025_mar,1,3
GR8,NO2,2023,2023_apr,1,4
GR8,NO2,2023,2023_dec,1,12
GR8,NO2,2023,2023_mar,1,3
GR8,NO2,2023,2023_may,1,5
GR8,NO2,2023,2023_nov,1,11
GR8,NO2,2023,2023_oct,1,10
GR8,NO2,2023,2023_sep,1,9
GR8,NO2,2024,2024_jan,1,1
GR8,NO2,2025,2025_jul,1,7
GR8,NO2,2025,2025_sep,1,9
GR8,PM10,2023,2023_apr,1,4
GR8,PM10,2023,2023_dec,1,12
GR8,PM10,2023,2023_mar,1,3
GR8,PM10,2023,2023_oct,1,10
GR8,PM10,2024,2024_jan,1,1
GR8,PM10,2025,2025_apr,1,4
GR8,PM10,2025,2025_aug,1,8
GR8,PM10,2025,2025_jul,1,7
GR8,PM10,2025,2025_jun,1,6
GR8,PM10,2025,2025_mar,1,3
GR8,PM10,2025,2025_sep,1,9
GR8,PM2.5,2023,2023_apr,1,4
GR8,PM2.5,2023,2023_aug,1,8
GR8,PM2.5,2023,2023_dec,1,12
GR8,PM2.5,2023,2023_feb,1,2
GR8,PM2.5,2023,2023_jan,1,1
GR8,PM2.5,2023,2023_mar,1,3
GR8,PM2.5,2023,2023_may,1,5
GR8,PM2.5,2023,2023_nov,1,11
GR8,PM2.5,2023,2023_oct,1,10
GR8,PM2.5,2023,2023_sep,1,9
GR8,PM2.5,2024,2024_apr,1,4
GR8,PM2.5,2024,2024_aug,1,8
GR8,PM2.5,2024,2024_dec,1,12
GR8,PM2.5,2024,2024_feb,1,2
GR8,PM2.5,2024,2024_jan,1,1
GR8,PM2.5,2024,2024_jul,1,7
GR8,PM2.5,2024,2024_jun,1,6
GR8,PM2.5,2024,2024_mar,1,3
GR8,PM2.5,2024,2024_may,1,5
GR8,PM2.5,2024,2024_nov,1,11
GR8,PM2.5,2024,2024_oct,1,10
GR8,PM2.5,2024,2024_sep,1,9
GR8,PM2.5,2025,2025_apr,1,4
GR8,PM2.5,2025,2025_aug,1,8
GR8,PM2.5,2025,2025_feb,1,2
GR8,PM2.5,2025,2025_jan,1,1
GR8,PM2.5,2025,2025_jul,1,7
GR8,PM2.5,2025,2025_jun,1,6
GR8,PM2.5,2025,2025_mar,1,3
GR8,PM2.5,2025,2025_may,1,5
GR8,PM2.5,2025,2025_nov,1,11
GR8,PM2.5,2025,2025_oct,1,10
GR8,PM2.5,2025,2025_sep,1,9
GR9,NO2,2025,2025_feb,1,2
GR9,NO2,2025,2025_jan,1,1
GR9,O3,2023,2023_apr,1,4
GR9,O3,2023,2023_aug,1,8
GR9,O3,2023,2023_dec,1,12
GR9,O3,2023,2023_feb,1,2
GR9,O3,2023,2023_jan,1,1
GR9,O3,2023,2023_jul,1,7
GR9,O3,2023,2023_jun,1,6
GR9,O3,2023,2023_mar,1,3
GR9,O3,2023,2023_may,1,5
GR9,O3,2023,2023_nov,1,11
GR9,O3,2023,2023_oct,1,10
GR9,O3,2023,2023_sep,1,9
GR9,O3,2024,2024_apr,1,4
GR9,O3,2024,2024_aug,1,8
GR9,O3,2024,2024_dec,1,12
GR9,O3,2024,2024_feb,1,2
GR9,O3,2024,2024_jan,1,1
GR9,O3,2024,2024_jul,1,7
GR9,O3,2024,2024_jun,1,6
GR9,O3,2024,2024_mar,1,3
GR9,O3,2024,2024_may,1,5
GR9,O3,2024,2024_nov,1,11
GR9,O3,2024,2024_oct,1,10
GR9,O3,2024,2024_sep,1,9
GR9,O3,2025,2025_apr,1,4
GR9,O3,2025,2025_aug,1,8
GR9,O3,2025,2025_feb,1,2
GR9,O3,2025,2025_jan,1,1
GR9,O3,2025,2025_jul,1,7
GR9,O3,2025,2025_jun,1,6
GR9,O3,2025,2025_mar,1,3
GR9,O3,2025,2025_may,1,5
GR9,O3,2025,2025_nov,1,11
GR9,O3,2025,2025_oct,1,10
GR9,O3,2025,2025_sep,1,9
GR9,PM10,2025,2025_feb,1,2
GR9,PM10,2025,2025_jan,1,1
GR9,PM10,2025,2025_mar,1,3
GR9,PM2.5,2025,2025_feb,1,2
GR9,PM2.5,2025,2025_jan,1,1
GR9,PM2.5,2025,2025_mar,1,3
GR9,PM2.5,2025,2025_oct,1,10
GT1,NO2,2023,2023_apr,1,4
GT1,NO2,2023,2023_aug,1,8
GT1,NO2,2023,2023_dec,1,12
GT1,NO2,2023,2023_feb,1,2
GT1,NO2,2023,2023_jan,1,1
GT1,NO2,2023,2023_jul,1,7
GT1,NO2,2023,2023_jun,1,6
GT1,NO2,2023,2023_mar,1,3
GT1,NO2,2023,2023_may,1,5
GT1,NO2,2023,2023_nov,1,11
GT1,NO2,2023,2023_oct,1,10
GT1,NO2,2023,2023_sep,1,9
GT1,NO2,2024,2024_apr,1,4
GT1,NO2,2024,2024_aug,1,8
GT1,NO2,2024,2024_dec,1,12
GT1,NO2,2024,2024_feb,1,2
GT1,NO2,2024,2024_jan,1,1
GT1,NO2,2024,2024_jul,1,7
GT1,NO2,2024,2024_jun,1,6
GT1,NO2,2024,2024_mar,1,3
GT1,NO2,2024,2024_may,1,5
GT1,NO2,2024,2024_nov,1,11
GT1,NO2,2024,2024_oct,1,10
GT1,NO2,2024,2024_sep,1,9
GT1,NO2,2025,2025_apr,1,4
GT1,NO2,2025,2025_feb,1,2
GT1,NO2,2025,2025_jan,1,1
GT1,NO2,2025,2025_jun,1,6
GT1,NO2,2025,2025_mar,1,3
GT1,NO2,2025,2025_may,1,5
GT1,PM10,2023,2023_apr,1,4
GT1,PM10,2023,2023_aug,1,8
GT1,PM10,2023,2023_dec,1,12
GT1,PM10,2023,2023_feb,1,2
GT1,PM10,2023,2023_jan,1,1
GT1,PM10,2023,2023_jul,1,7
GT1,PM10,2023,2023_jun,1,6
GT1,PM10,2023,2023_mar,1,3
GT1,PM10,2023,2023_may,1,5
GT1,PM10,2023,2023_nov,1,11
GT1,PM10,2023,2023_oct,1,10
GT1,PM10,2023,2023_sep,1,9
GT1,PM10,2024,2024_apr,1,4
GT1,PM10,2024,2024_aug,1,8
GT1,PM10,2024,2024_dec,1,12
GT1,PM10,2024,2024_feb,1,2
GT1,PM10,2024,2024_jan,1,1
GT1,PM10,2024,2024_jul,1,7
GT1,PM10,2024,2024_jun,1,6
GT1,PM10,2024,2024_mar,1,3
