timestamp,year_folder,station,file,total_rows,invalid_flags_replaced,percentage_invalid,flag_minus_99,flag_minus_1,input_path,output_path
2025-12-12T01:05:06.925211,2023measurements,London_Marylebone_Road,i-Butane__2023_08.csv,662,27,4.08,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Butane__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.928708,2023measurements,London_Marylebone_Road,Toluene__2023_02.csv,665,45,6.77,45,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.932054,2023measurements,London_Marylebone_Road,"1,3-Butadiene__2023_08.csv",662,27,4.08,27,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,3-Butadiene__2023_08.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.935722,2023measurements,London_Marylebone_Road,i-Hexane__2023_08.csv,662,27,4.08,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Hexane__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.939413,2023measurements,London_Marylebone_Road,1-Butene__2023_02.csv,665,43,6.47,43,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.943827,2023measurements,London_Marylebone_Road,NO__2023_08.csv,743,13,1.75,13,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/NO__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.947575,2023measurements,London_Marylebone_Road,O3__2023_01.csv,742,5,0.67,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/O3__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.951397,2023measurements,London_Marylebone_Road,"1,2,4-TMB__2023_05.csv",730,111,15.21,111,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,4-TMB__2023_05.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.954660,2023measurements,London_Marylebone_Road,Isoprene__2023_08.csv,662,27,4.08,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Isoprene__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.958216,2023measurements,London_Marylebone_Road,"1,2,4-TMB__2023_11.csv",676,26,3.85,26,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,4-TMB__2023_11.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.962332,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_02.csv,665,44,6.62,44,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.965592,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_03.csv,487,106,21.77,106,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.967970,2023measurements,London_Marylebone_Road,Isoprene__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Isoprene__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.971561,2023measurements,London_Marylebone_Road,"1,2,4-TMB__2023_10.csv",743,24,3.23,24,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,4-TMB__2023_10.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.973365,2023measurements,London_Marylebone_Road,"1,2,4-TMB__2023_04.csv",225,5,2.22,5,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,4-TMB__2023_04.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.975915,2023measurements,London_Marylebone_Road,1-Butene__2023_03.csv,487,106,21.77,106,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.979480,2023measurements,London_Marylebone_Road,NO__2023_09.csv,716,51,7.12,51,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/NO__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.982016,2023measurements,London_Marylebone_Road,i-Hexane__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Hexane__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.985454,2023measurements,London_Marylebone_Road,Ethyne__2023_01.csv,742,30,4.04,30,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.987938,2023measurements,London_Marylebone_Road,"1,3-Butadiene__2023_09.csv",418,21,5.02,21,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,3-Butadiene__2023_09.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.991673,2023measurements,London_Marylebone_Road,Toluene__2023_01.csv,742,31,4.18,31,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.995419,2023measurements,London_Marylebone_Road,Toluene__2023_05.csv,730,195,26.71,195,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_05.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:06.998758,2023measurements,London_Marylebone_Road,Toluene__2023_11.csv,676,25,3.7,25,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.001953,2023measurements,London_Marylebone_Road,Ethyne__2023_11.csv,676,26,3.85,26,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.005400,2023measurements,London_Marylebone_Road,Ethyne__2023_05.csv,730,84,11.51,84,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_05.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.008944,2023measurements,London_Marylebone_Road,1-Butene__2023_07.csv,720,18,2.5,18,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.012672,2023measurements,London_Marylebone_Road,n-Hexane__2023_08.csv,643,27,4.2,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Hexane__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.016574,2023measurements,London_Marylebone_Road,Benzene__2023_08.csv,662,25,3.78,25,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Benzene__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.020027,2023measurements,London_Marylebone_Road,Ethene__2023_08.csv,662,27,4.08,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethene__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.023672,2023measurements,London_Marylebone_Road,O3__2023_10.csv,740,26,3.51,26,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/O3__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.027472,2023measurements,London_Marylebone_Road,O3__2023_04.csv,715,619,86.57,619,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/O3__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.030825,2023measurements,London_Marylebone_Road,n-Pentane__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Pentane__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.035855,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_07.csv,720,19,2.64,19,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.040687,2023measurements,London_Marylebone_Road,"1,2,4-TMB__2023_01.csv",742,33,4.45,33,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,4-TMB__2023_01.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.044895,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_12.csv,636,37,5.82,37,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.048776,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_06.csv,713,110,15.43,110,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.052129,2023measurements,London_Marylebone_Road,n-Pentane__2023_08.csv,662,27,4.08,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Pentane__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.056012,2023measurements,London_Marylebone_Road,O3__2023_05.csv,744,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/O3__2023_05.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.059431,2023measurements,London_Marylebone_Road,O3__2023_11.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/O3__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.061836,2023measurements,London_Marylebone_Road,Benzene__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Benzene__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.064193,2023measurements,London_Marylebone_Road,Ethene__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethene__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.066555,2023measurements,London_Marylebone_Road,n-Hexane__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Hexane__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.069867,2023measurements,London_Marylebone_Road,1-Butene__2023_06.csv,713,111,15.57,111,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.072912,2023measurements,London_Marylebone_Road,1-Butene__2023_12.csv,636,37,5.82,37,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.074745,2023measurements,London_Marylebone_Road,Ethyne__2023_04.csv,225,5,2.22,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.078132,2023measurements,London_Marylebone_Road,Ethyne__2023_10.csv,743,24,3.23,24,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.081752,2023measurements,London_Marylebone_Road,Toluene__2023_10.csv,743,22,2.96,22,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.083496,2023measurements,London_Marylebone_Road,Toluene__2023_04.csv,225,5,2.22,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.086750,2023measurements,London_Marylebone_Road,Propene__2023_08.csv,662,26,3.93,26,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Propene__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.090140,2023measurements,London_Marylebone_Road,Toluene__2023_12.csv,636,37,5.82,37,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.094166,2023measurements,London_Marylebone_Road,Toluene__2023_06.csv,712,42,5.9,42,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Toluene__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.097131,2023measurements,London_Marylebone_Road,n-Butane__2023_09.csv,418,21,5.02,21,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Butane__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.100436,2023measurements,London_Marylebone_Road,Ethyne__2023_06.csv,713,111,15.57,111,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.103572,2023measurements,London_Marylebone_Road,Ethyne__2023_12.csv,636,37,5.82,37,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethyne__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.106885,2023measurements,London_Marylebone_Road,trans-2-Butene__2023_08.csv,662,27,4.08,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Butene__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.108673,2023measurements,London_Marylebone_Road,1-Butene__2023_04.csv,225,5,2.22,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.112126,2023measurements,London_Marylebone_Road,1-Butene__2023_10.csv,743,22,2.96,22,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1-Butene__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.115543,2023measurements,London_Marylebone_Road,O3__2023_07.csv,744,20,2.69,20,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/O3__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.119288,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_10.csv,743,27,3.63,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.121042,2023measurements,London_Marylebone_Road,trans-2-Pentene__2023_04.csv,225,5,2.22,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/trans-2-Pentene__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:07.123700,2023measurements,London_Marylebone_Road,"1,2,4-TMB__2023_03.csv",487,106,21.77,106,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,4-TMB__2023_03.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
